path,bytes,role
portfolio/case-study-assets/powerbi_02_document_extraction.jpg,128973,portfolio asset
portfolio/case-study-assets/powerbi_03_field_quality.jpg,111503,portfolio asset
portfolio/case-study-assets/powerbi_04_testing_reliability.jpg,108587,portfolio asset
portfolio/case-study-assets/powerbi_05_human_review_data_quality.jpg,115981,portfolio asset
portfolio/case-study-assets/proof_01_ai_extraction.jpg,234207,portfolio asset
portfolio/case-study-assets/proof_02_human_validation.jpg,197966,portfolio asset
portfolio/case-study-assets/proof_03_data_model.jpg,180179,portfolio asset
portfolio/case-study-assets/proof_04_test_suite.jpg,311629,portfolio asset
portfolio/case-study-assets/proof_05_bug_investigation.jpg,195320,portfolio asset
portfolio/case-study-assets/proof_06_ai_quality_dashboard.jpg,128302,portfolio asset
portfolio/case-study-assets/proof_07_sql_analysis.jpg,178332,portfolio asset
portfolio/case-study-assets/proof_08_audit_log.jpg,188347,portfolio asset
portfolio/case-study-assets/thumb_dashboard.jpg,120998,portfolio asset
powerbi/DASHBOARD_SPEC.md,4541,Power BI
powerbi/data/DimAIProvider.csv,240,Power BI
powerbi/data/DimDate.csv,11093,Power BI
powerbi/data/DimDocumentType.csv,682,Power BI
powerbi/data/DimTestScenario.csv,1584,Power BI
powerbi/data/FactAIRuns.csv,87590,Power BI
powerbi/data/FactAuditEvents.csv,97099,Power BI
powerbi/data/FactFieldExtraction.csv,191856,Power BI
powerbi/data/FactHumanReview.csv,29485,Power BI
powerbi/data/FactTestResults.csv,17138,Power BI
powerbi/DATA_MODEL.md,4048,Power BI
powerbi/DAX_MEASURES.md,9460,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.pbip,296,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.Report/definition.pbir,251,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.Report/report.json,183485,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/database.tmdl,37,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/expressions.tmdl,332,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/model.tmdl,572,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/relationships.tmdl,1440,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/DimAIProvider.tmdl,1482,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/DimDate.tmdl,1994,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/DimDocumentType.tmdl,1949,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/DimTestScenario.tmdl,1915,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/FactAIRuns.tmdl,8945,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/FactAuditEvents.tmdl,2568,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/FactFieldExtraction.tmdl,5979,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/FactHumanReview.tmdl,4117,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition/tables/FactTestResults.tmdl,4561,Power BI
powerbi/Klavis_AI_Quality/Klavis_AI_Quality.SemanticModel/definition.pbism,199,Power BI
powerbi/screenshots/powerbi_01_ai_quality_overview.png,99059,Power BI
powerbi/screenshots/powerbi_02_document_extraction.png,96621,Power BI
powerbi/screenshots/powerbi_03_field_quality.png,91105,Power BI
powerbi/screenshots/powerbi_04_testing_reliability.png,85575,Power BI
powerbi/screenshots/powerbi_05_human_review_data_quality.png,94466,Power BI
powerbi/tmdl_measures_script.tmdl,7889,Power BI
proofs/app_ai_quality_page.png,261100,proof
proofs/app_dashboard.png,682071,proof
proofs/proof_01_ai_extraction.png,303305,proof
proofs/proof_02_human_validation.png,776556,proof
proofs/proof_03_data_model.png,222799,proof
proofs/proof_04_test_suite.png,267337,proof
proofs/proof_05_bug_investigation.png,586274,proof
proofs/proof_06_ai_quality_dashboard.png,99059,proof
proofs/proof_07_sql_analysis.png,551475,proof
proofs/proof_08_audit_log.png,184200,proof
README.md,16505,project file
requirements.txt,359,project file
run_pipeline.py,1648,project file
scripts/build_dataset.py,19061,pipeline script
scripts/build_manifest.py,1318,pipeline script
scripts/build_powerbi_project.py,29574,pipeline script
scripts/export_powerbi_data.py,11876,pipeline script
scripts/make_proofs.py,22614,pipeline script
scripts/powerbi_report.py,8556,pipeline script
scripts/reconcile_powerbi_sql.py,10379,pipeline script
scripts/run_sql_analysis.py,2327,pipeline script
scripts/run_tests.py,3086,pipeline script
scripts/security_scan.py,6826,pipeline script
scripts/synthetic_documents.py,21880,pipeline script
scripts/validate_powerbi_model.py,3511,pipeline script
sql/analysis_queries.sql,9715,SQL
sql/full_database_dump.sql,1637744,SQL
sql/schema.sql,10552,SQL
sql/views.sql,9296,SQL
tests/__init__.py,0,tests
tests/e2e/__init__.py,0,tests
tests/e2e/scenarios.py,14738,tests
tests/e2e/test_http_api.py,6891,tests
tests/e2e/test_scenarios.py,1170,tests
tests/fixtures/__init__.py,0,test fixture
tests/fixtures/build_fixtures.py,5978,test fixture
tests/fixtures/cardboard_commercial.pdf,1749,test fixture
tests/fixtures/clean_letter.docx,1428,test fixture
tests/fixtures/clean_notice.pdf,1774,test fixture
tests/fixtures/clean_scan.png,26760,test fixture
tests/fixtures/contradictory.docx,1545,test fixture
tests/fixtures/degraded_photo.jpg,46831,test fixture
tests/fixtures/expected.json,13984,test fixture
tests/fixtures/invalid_file.pdf,2048,test fixture
tests/fixtures/missing_fields.pdf,1608,test fixture
tests/fixtures/mixed_same_case.docx,1440,test fixture
tests/fixtures/mixed_same_case.pdf,1723,test fixture
tests/fixtures/mixed_same_case.png,23982,test fixture
tests/fixtures/multipage_contract.pdf,2463,test fixture
tests/fixtures/multiple_dates.docx,1342,test fixture
tests/fixtures/renamed_executable.docx,1024,test fixture
tests/integration/__init__.py,0,tests
tests/integration/test_reference_dataset.py,3764,tests
tests/integration/test_workflow_db.py,8257,tests
tests/unit/__init__.py,0,tests
tests/unit/test_ai_services.py,6081,tests
tests/unit/test_ingestion.py,3591,tests
tests/unit/test_normalisation.py,5332,tests
tests/unit/test_safe_logging.py,1869,tests
