ai_run_id,document_id,case_id,task,detected_format,sample_variant,document_role,provider_requested,provider_used,fallback_used,fallback_reason,status,error_stage,error_code,confidence_score,intake_status,missing_count,conflict_count,processing_ms,latency_is_simulated,retry_of_run_id,bug_replay,started_at
175,82,48,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,287.9,1,,category_substring,2026-02-17T12:00:00
176,82,48,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-17T12:43:19
177,83,49,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1366.5,1,,category_substring,2026-02-17T14:13:18
178,83,49,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,342.0,1,,category_substring,2026-02-17T14:13:18
179,83,49,assistant,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-17T17:51:47
180,83,49,assistant,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-02-17T17:53:47
181,84,50,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,633.0,1,19,category_substring,2026-02-17T23:00:00
182,84,50,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,402.9,1,,category_substring,2026-02-17T23:00:00
183,85,51,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,823.3,1,79,category_substring,2026-02-18T02:00:00
184,85,51,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,285.5,1,,category_substring,2026-02-18T02:00:00
185,86,52,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,Needs Review,0,1,680.8,1,18,category_substring,2026-02-18T03:00:00
186,86,52,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,398.0,1,,category_substring,2026-02-18T03:00:00
187,87,53,extraction,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.737,Missing Information,2,0,536.1,1,59,category_substring,2026-02-18T05:00:00
188,87,53,category_suggestion,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,305.4,1,,category_substring,2026-02-18T05:00:00
189,88,54,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.918,Complete,0,0,737.9,1,70,category_substring,2026-02-18T09:00:00
190,88,54,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,318.1,1,,category_substring,2026-02-18T09:00:00
191,89,55,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.906,Needs Review,0,1,645.9,1,147,category_substring,2026-02-18T10:00:00
192,89,55,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,186.5,1,,category_substring,2026-02-18T10:00:00
193,90,56,extraction,docx,clean,primary,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.861,Complete,0,0,1920.0,1,49,category_substring,2026-02-18T11:00:00
194,90,56,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,270.8,1,,category_substring,2026-02-18T11:00:00
195,89,55,summarisation,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-18T11:30:34
196,90,56,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-18T12:49:30
197,91,57,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,591.0,1,111,category_substring,2026-02-18T13:00:00
198,91,57,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,257.6,1,,category_substring,2026-02-18T13:00:00
199,91,57,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-18T13:18:55
200,92,58,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,500.6,1,112,category_substring,2026-02-18T15:00:00
201,92,58,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,239.8,1,,category_substring,2026-02-18T15:00:00
202,92,58,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-18T15:46:03
203,93,59,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,661.8,1,52,category_substring,2026-02-18T16:00:00
204,93,59,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,305.0,1,,category_substring,2026-02-18T16:00:00
205,92,58,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-18T16:38:03
206,93,59,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-18T17:09:21
207,93,59,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-18T17:36:21
208,94,60,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,980.4,1,,category_substring,2026-02-18T17:42:53
209,94,60,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,337.4,1,,category_substring,2026-02-18T17:42:53
210,93,59,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-18T18:11:21
211,95,61,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.876,Needs Review,0,1,517.1,1,89,category_substring,2026-02-18T20:00:00
212,95,61,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,353.5,1,,category_substring,2026-02-18T20:00:00
213,96,62,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.938,Complete,0,0,554.5,1,138,category_substring,2026-02-18T23:00:00
214,96,62,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,222.4,1,,category_substring,2026-02-18T23:00:00
215,97,63,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.938,Complete,0,0,776.3,1,101,category_substring,2026-02-19T01:00:00
216,97,63,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,326.3,1,,category_substring,2026-02-19T01:00:00
217,98,64,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,717.2,1,146,category_substring,2026-02-19T01:00:00
218,98,64,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,243.9,1,,category_substring,2026-02-19T01:00:00
219,98,64,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-02-19T03:49:09
220,98,64,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-19T04:26:09
221,99,65,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,711.2,1,140,category_substring,2026-02-19T05:00:00
222,99,65,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,273.0,1,,category_substring,2026-02-19T05:00:00
223,100,66,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.906,Needs Review,0,1,566.4,1,102,category_substring,2026-02-19T06:00:00
224,100,66,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,364.5,1,,category_substring,2026-02-19T06:00:00
225,101,67,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.938,Complete,0,0,786.9,1,113,category_substring,2026-02-19T06:00:00
226,101,67,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.86,,,,350.8,1,,category_substring,2026-02-19T06:00:00
227,99,65,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-02-19T06:33:59
228,100,66,summarisation,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-19T06:58:47
229,101,67,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-19T07:01:30
230,101,67,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-02-19T07:28:30
231,102,68,extraction,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.892,Needs Review,0,0,755.1,1,,category_substring,2026-02-19T08:17:43
232,102,68,category_suggestion,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,363.2,1,,category_substring,2026-02-19T08:17:43
233,103,69,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,2398.4,1,,category_substring,2026-02-19T08:47:29
234,103,69,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,204.2,1,,category_substring,2026-02-19T08:47:29
235,102,68,summarisation,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-02-19T08:51:33
236,103,69,summarisation,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-19T09:57:58
237,103,69,assistant,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-19T10:42:58
238,103,69,assistant,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-02-19T11:20:58
239,102,68,assistant,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-19T11:59:33
240,102,68,assistant,pdf,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-19T12:07:33
241,104,70,extraction,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.837,Missing Information,1,0,668.4,1,,category_substring,2026-02-19T13:31:08
242,104,70,category_suggestion,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,382.7,1,,category_substring,2026-02-19T13:31:08
243,105,71,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.83,Complete,0,0,1572.4,1,,category_substring,2026-02-19T16:42:22
244,105,71,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.85,,,,335.1,1,,category_substring,2026-02-19T16:42:22
245,105,71,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-02-19T18:26:34
246,106,72,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.928,Complete,0,0,822.3,1,,category_substring,2026-02-20T09:05:52
247,106,72,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.77,,,,319.7,1,,category_substring,2026-02-20T09:05:52
248,107,73,extraction,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.687,Missing Information,1,0,3568.6,1,,category_substring,2026-02-23T12:37:00
249,107,73,category_suggestion,png,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,232.6,1,,category_substring,2026-02-23T12:37:00
250,108,39,extraction,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,706.4,1,,category_substring,2026-02-23T13:32:33
251,108,39,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,315.6,1,,category_substring,2026-02-23T13:32:33
252,109,65,extraction,docx,clean,supporting,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,716.9,1,,category_substring,2026-02-24T07:29:59
253,109,65,category_suggestion,docx,clean,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,291.5,1,,category_substring,2026-02-24T07:29:59
254,110,74,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.937,Complete,0,0,980.2,1,,category_substring,2026-02-25T14:09:30
255,110,74,category_suggestion,pdf,clean,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.85,,,,6310.2,1,,category_substring,2026-02-25T14:09:30
256,111,75,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.906,Needs Review,0,1,534.0,1,,category_substring,2026-02-26T13:22:26
257,111,75,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,305.8,1,,category_substring,2026-02-26T13:22:26
258,112,76,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,1061.8,1,,category_substring,2026-02-27T10:52:17
259,112,76,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,227.3,1,,category_substring,2026-02-27T10:52:17
260,113,77,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.897,Needs Review,0,1,571.8,1,,category_substring,2026-03-02T12:53:03
261,113,77,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.87,,,,293.6,1,,category_substring,2026-03-02T12:53:03
262,113,77,summarisation,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-02T13:30:48
263,114,78,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.92,Complete,0,0,1862.9,1,,category_substring,2026-03-02T13:32:24
264,114,78,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.7,,,,357.7,1,,category_substring,2026-03-02T13:32:24
265,115,74,extraction,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.924,Complete,0,0,1988.0,1,,category_substring,2026-03-02T14:20:45
266,115,74,category_suggestion,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,363.5,1,,category_substring,2026-03-02T14:20:45
267,117,79,extraction,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.791,Needs Review,0,0,3966.9,1,,category_substring,2026-03-03T09:19:10
268,117,79,category_suggestion,jpg,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,200.3,1,,category_substring,2026-03-03T09:19:10
269,118,80,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1342.2,1,,category_substring,2026-03-03T10:11:26
270,118,80,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,252.6,1,,category_substring,2026-03-03T10:11:26
271,118,80,summarisation,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-03T10:58:32
272,119,81,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,799.6,1,,category_substring,2026-03-03T16:28:12
273,119,81,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,347.4,1,,category_substring,2026-03-03T16:28:12
274,120,82,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.942,Complete,0,0,642.9,1,,category_substring,2026-03-04T13:39:57
275,120,82,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,277.9,1,,category_substring,2026-03-04T13:39:57
276,121,83,extraction,docx,clean,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.861,Complete,0,0,6833.1,1,,category_substring,2026-03-04T14:16:21
277,121,83,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,208.4,1,,category_substring,2026-03-04T14:16:21
278,122,,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,530.0,1,,category_substring,2026-03-04T16:10:21
279,122,,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,265.1,1,,category_substring,2026-03-04T16:10:21
280,123,84,extraction,pdf,clean,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.861,Complete,0,0,6875.7,1,,category_substring,2026-03-05T15:00:43
281,123,84,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,375.7,1,,category_substring,2026-03-05T15:00:43
282,124,85,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,830.4,1,,category_substring,2026-03-05T15:03:29
283,124,85,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,219.8,1,,category_substring,2026-03-05T15:03:29
284,125,86,extraction,pdf,multipage,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.767,Missing Information,1,0,8014.5,1,,category_substring,2026-03-05T15:16:50
285,125,86,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,211.7,1,,category_substring,2026-03-05T15:16:50
286,124,85,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-05T15:31:29
287,124,85,summarisation,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-05T15:43:29
288,123,84,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-05T15:55:44
289,123,84,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-05T15:57:44
290,125,86,summarisation,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-05T17:08:51
291,124,85,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-03-05T18:40:29
292,123,84,assistant,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-05T19:07:44
293,126,80,extraction,docx,clean,supporting,mock-primary,mock-primary,0,,success,,,0.937,Complete,0,0,724.4,1,,category_substring,2026-03-06T11:35:32
294,126,80,category_suggestion,docx,clean,supporting,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.85,,,,6298.0,1,,category_substring,2026-03-06T11:35:32
295,127,87,extraction,png,clean,primary,mock-primary,mock-fallback,1,PROVIDER_TIMEOUT,success,,,0.761,Missing Information,1,0,8339.3,1,,category_substring,2026-03-06T12:21:16
296,127,87,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,230.5,1,,category_substring,2026-03-06T12:21:16
297,127,87,summarisation,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-06T14:01:56
298,128,88,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1014.8,1,,category_substring,2026-03-06T15:00:18
299,128,88,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,419.4,1,,category_substring,2026-03-06T15:00:18
300,129,89,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.887,Complete,0,0,2233.3,1,,category_substring,2026-03-06T16:23:48
301,129,89,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,401.6,1,,category_substring,2026-03-06T16:23:48
302,128,88,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-06T16:32:07
303,130,90,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.922,Complete,0,0,2095.9,1,,category_substring,2026-03-06T17:19:31
304,130,90,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,245.8,1,,category_substring,2026-03-06T17:19:31
305,130,90,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-06T18:23:29
306,130,90,assistant,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-03-06T19:19:29
307,131,81,extraction,pdf,clean,supporting,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.858,Complete,0,0,2311.5,1,,category_substring,2026-03-08T18:42:07
308,131,81,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.92,,,,355.2,1,,category_substring,2026-03-08T18:42:07
309,132,91,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.901,Needs Review,0,1,716.8,1,,,2026-03-09T10:36:44
310,132,91,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.91,,,,392.2,1,,,2026-03-09T10:36:44
311,132,91,assistant,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-09T11:57:23
312,132,91,assistant,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-09T12:30:23
313,133,92,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,2988.8,1,,,2026-03-10T14:51:32
314,133,92,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,306.5,1,,,2026-03-10T14:51:32
315,133,92,summarisation,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-10T16:04:48
316,133,92,assistant,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.0,0,,,2026-03-10T18:14:48
317,134,93,extraction,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.737,Missing Information,2,0,758.3,1,,,2026-03-11T10:24:38
318,134,93,category_suggestion,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,217.8,1,,,2026-03-11T10:24:38
319,134,93,summarisation,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-11T10:49:55
320,134,93,assistant,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-11T10:56:55
321,134,93,assistant,docx,missing_fields,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-11T14:05:55
322,135,94,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.92,Missing Information,1,0,1536.9,1,,,2026-03-12T16:59:24
323,135,94,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,363.5,1,,,2026-03-12T16:59:24
324,136,92,extraction,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,3061.6,1,,,2026-03-12T17:56:48
325,136,92,category_suggestion,jpg,clean,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,241.8,1,,,2026-03-12T17:56:48
326,135,94,summarisation,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-12T18:16:38
327,137,95,extraction,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,2711.4,1,,,2026-03-13T09:06:14
328,137,95,category_suggestion,png,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,195.3,1,,,2026-03-13T09:06:14
329,137,95,summarisation,png,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-13T10:07:04
330,138,96,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1111.0,1,,,2026-03-13T13:25:01
331,138,96,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,256.1,1,,,2026-03-13T13:25:01
332,139,97,extraction,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.887,Complete,0,0,721.0,1,,,2026-03-13T16:57:30
333,139,97,category_suggestion,docx,clean,primary,mock-primary,mock-primary,0,,success,,,0.4,,,,184.1,1,,,2026-03-13T16:57:30
334,140,98,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.902,Needs Review,0,1,749.2,1,,,2026-03-13T17:26:48
335,140,98,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.92,,,,375.3,1,,,2026-03-13T17:26:48
336,140,98,summarisation,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-13T18:17:33
337,139,97,assistant,docx,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-13T20:22:16
338,141,79,extraction,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.79,Needs Review,0,0,1477.9,1,,,2026-03-14T12:27:42
339,141,79,category_suggestion,pdf,degraded,supporting,mock-primary,mock-primary,0,,success,,,0.95,,,,325.1,1,,,2026-03-14T12:27:42
340,142,96,extraction,jpg,degraded,supporting,mock-primary,,1,PROVIDER_ERROR,error,ai_provider,AI_UNAVAILABLE,,,,,5020.4,1,,,2026-03-15T17:43:08
341,143,99,extraction,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.918,Complete,0,0,2861.9,1,,,2026-03-16T09:13:35
342,143,99,category_suggestion,jpg,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,210.5,1,,,2026-03-16T09:13:35
343,144,100,extraction,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.906,Needs Review,0,1,799.1,1,,,2026-03-16T10:51:59
344,144,100,category_suggestion,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,203.9,1,,,2026-03-16T10:51:59
345,145,101,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.915,Complete,0,0,1473.6,1,,,2026-03-16T17:40:02
346,145,101,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,335.2,1,,,2026-03-16T17:40:02
347,146,97,extraction,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.887,Complete,0,0,807.1,1,,,2026-03-16T19:19:16
348,146,97,category_suggestion,pdf,clean,supporting,mock-primary,mock-primary,0,,success,,,0.4,,,,329.5,1,,,2026-03-16T19:19:16
349,147,102,extraction,pdf,contradictory,primary,mock-primary,mock-fallback,1,INVALID_OUTPUT,success,,,0.826,Needs Review,0,1,2287.9,1,,,2026-03-17T13:56:42
350,147,102,category_suggestion,pdf,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.91,,,,216.7,1,,,2026-03-17T13:56:42
351,148,103,extraction,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,Needs Review,0,1,717.6,1,,,2026-03-17T14:57:03
352,148,103,category_suggestion,docx,contradictory,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,251.5,1,,,2026-03-17T14:57:03
353,149,104,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.918,Complete,0,0,841.7,1,,,2026-03-17T15:10:25
354,149,104,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,214.9,1,,,2026-03-17T15:10:25
355,149,104,summarisation,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-17T16:34:25
356,150,105,extraction,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.736,Missing Information,1,0,1920.9,1,,,2026-03-18T09:40:19
357,150,105,category_suggestion,pdf,degraded,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,265.5,1,,,2026-03-18T09:40:19
358,151,106,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,1138.7,1,,,2026-03-18T10:08:54
359,151,106,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,252.7,1,,,2026-03-18T10:08:54
360,152,107,extraction,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.948,Complete,0,0,796.1,1,,,2026-03-18T10:44:04
361,152,107,category_suggestion,pdf,clean,primary,mock-primary,mock-primary,0,,success,,,0.95,,,,337.3,1,,,2026-03-18T10:44:04
362,153,108,extraction,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.912,Complete,0,0,1918.0,1,,,2026-03-18T15:17:15
363,153,108,category_suggestion,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,0.9,,,,212.9,1,,,2026-03-18T15:17:15
364,153,108,summarisation,pdf,multipage,primary,mock-primary,mock-primary,0,,success,,,,,,,0.1,0,,,2026-03-18T16:27:42
