event_id,date_key,event_type,event_group,entity_type,processing_status,error_code
557,20260310,assistant_question,AI assistance,case,success,
558,20260311,document_uploaded,Document intake,document,success,
559,20260311,ai_extraction_completed,AI processing,ai_run,success,
560,20260311,human_review_submitted,Human review,case,,
561,20260311,case_created,Case lifecycle,case,Awaiting information,
562,20260311,summary_generated,AI assistance,case,success,
563,20260311,assistant_question,AI assistance,case,success,
564,20260311,assistant_question,AI assistance,case,success,
565,20260312,case_updated,Human review,case,,
566,20260312,document_uploaded,Document intake,document,success,
567,20260312,ai_extraction_completed,AI processing,ai_run,success,
568,20260312,human_review_submitted,Human review,case,,
569,20260312,case_created,Case lifecycle,case,Open,
570,20260312,document_uploaded,Document intake,document,success,
571,20260312,ai_extraction_completed,AI processing,ai_run,success,
572,20260312,summary_generated,AI assistance,case,success,
573,20260313,case_updated,Human review,case,,
574,20260313,document_uploaded,Document intake,document,success,
575,20260313,ai_extraction_completed,AI processing,ai_run,success,
576,20260313,human_review_submitted,Human review,case,,
577,20260313,case_created,Case lifecycle,case,Open,
578,20260313,summary_generated,AI assistance,case,success,
579,20260313,document_uploaded,Document intake,document,success,
580,20260313,ai_extraction_completed,AI processing,ai_run,success,
581,20260313,human_review_submitted,Human review,case,,
582,20260313,case_created,Case lifecycle,case,Open,
583,20260313,document_uploaded,Document intake,document,success,
584,20260313,ai_extraction_completed,AI processing,ai_run,success,
585,20260313,human_review_submitted,Human review,case,,
586,20260313,case_created,Case lifecycle,case,Open,
587,20260313,document_uploaded,Document intake,document,success,
588,20260313,ai_extraction_completed,AI processing,ai_run,success,
589,20260313,human_review_submitted,Human review,case,,
590,20260313,case_created,Case lifecycle,case,Open,
591,20260313,summary_generated,AI assistance,case,success,
592,20260313,assistant_question,AI assistance,case,success,
593,20260314,document_uploaded,Document intake,document,success,
594,20260314,ai_extraction_completed,AI processing,ai_run,success,
595,20260314,case_updated,Human review,case,,
596,20260315,document_uploaded,Document intake,document,error,
597,20260315,ai_extraction_failed,AI processing,ai_run,error,AI_UNAVAILABLE
598,20260316,document_uploaded,Document intake,document,success,
599,20260316,ai_extraction_completed,AI processing,ai_run,success,
600,20260316,human_review_submitted,Human review,case,,
601,20260316,case_created,Case lifecycle,case,Open,
602,20260316,document_uploaded,Document intake,document,success,
603,20260316,ai_extraction_completed,AI processing,ai_run,success,
604,20260316,human_review_submitted,Human review,case,,
605,20260316,case_created,Case lifecycle,case,Open,
606,20260316,document_uploaded,Document intake,document,success,
607,20260316,ai_extraction_completed,AI processing,ai_run,success,
608,20260316,human_review_submitted,Human review,case,,
609,20260316,case_created,Case lifecycle,case,Open,
610,20260316,document_uploaded,Document intake,document,success,
611,20260316,ai_extraction_completed,AI processing,ai_run,success,
612,20260317,document_uploaded,Document intake,document,success,
613,20260317,provider_fallback_used,AI processing,ai_run,,
614,20260317,ai_extraction_completed,AI processing,ai_run,success,
615,20260317,human_review_submitted,Human review,case,,
616,20260317,case_created,Case lifecycle,case,Open,
617,20260317,document_uploaded,Document intake,document,success,
618,20260317,ai_extraction_completed,AI processing,ai_run,success,
619,20260317,human_review_submitted,Human review,case,,
620,20260317,case_created,Case lifecycle,case,Open,
621,20260317,document_uploaded,Document intake,document,success,
622,20260317,ai_extraction_completed,AI processing,ai_run,success,
623,20260317,human_review_submitted,Human review,case,,
624,20260317,case_created,Case lifecycle,case,Open,
625,20260317,summary_generated,AI assistance,case,success,
626,20260318,case_updated,Human review,case,,
627,20260318,document_uploaded,Document intake,document,success,
628,20260318,ai_extraction_completed,AI processing,ai_run,success,
629,20260318,human_review_submitted,Human review,case,,
630,20260318,case_created,Case lifecycle,case,Open,
631,20260318,document_uploaded,Document intake,document,success,
632,20260318,ai_extraction_completed,AI processing,ai_run,success,
633,20260318,human_review_submitted,Human review,case,,
634,20260318,case_created,Case lifecycle,case,Open,
635,20260318,document_uploaded,Document intake,document,success,
636,20260318,ai_extraction_completed,AI processing,ai_run,success,
637,20260318,human_review_submitted,Human review,case,,
638,20260318,case_created,Case lifecycle,case,Open,
639,20260318,document_uploaded,Document intake,document,success,
640,20260318,ai_extraction_completed,AI processing,ai_run,success,
641,20260318,human_review_submitted,Human review,case,,
642,20260318,case_created,Case lifecycle,case,Open,
643,20260318,summary_generated,AI assistance,case,success,
644,20260319,document_uploaded,Document intake,document,success,
645,20260319,ai_extraction_completed,AI processing,ai_run,success,
646,20260319,human_review_submitted,Human review,case,,
647,20260319,case_created,Case lifecycle,case,Open,
648,20260319,summary_generated,AI assistance,case,success,
649,20260319,document_uploaded,Document intake,document,success,
650,20260319,ai_extraction_completed,AI processing,ai_run,success,
651,20260319,human_review_submitted,Human review,case,,
652,20260319,case_created,Case lifecycle,case,Open,
653,20260319,case_updated,Human review,case,,
654,20260319,case_updated,Human review,case,,
655,20260319,document_uploaded,Document intake,document,success,
656,20260319,ai_extraction_completed,AI processing,ai_run,success,
657,20260319,human_review_submitted,Human review,case,,
658,20260319,case_created,Case lifecycle,case,Open,
659,20260319,summary_generated,AI assistance,case,success,
660,20260320,document_uploaded,Document intake,document,success,
661,20260320,ai_extraction_completed,AI processing,ai_run,success,
662,20260320,human_review_submitted,Human review,case,,
663,20260320,case_created,Case lifecycle,case,Open,
664,20260320,case_updated,Human review,case,,
665,20260321,case_updated,Human review,case,,
666,20260321,document_uploaded,Document intake,document,success,
667,20260321,ai_extraction_completed,AI processing,ai_run,success,
668,20260321,case_updated,Human review,case,,
669,20260323,document_uploaded,Document intake,document,success,
670,20260323,ai_extraction_completed,AI processing,ai_run,success,
671,20260323,human_review_submitted,Human review,case,,
672,20260323,case_created,Case lifecycle,case,Open,
673,20260323,summary_generated,AI assistance,case,success,
674,20260325,case_updated,Human review,case,,
675,20260325,document_uploaded,Document intake,document,success,
676,20260325,ai_extraction_completed,AI processing,ai_run,success,
677,20260325,human_review_submitted,Human review,case,,
678,20260325,case_created,Case lifecycle,case,Awaiting information,
679,20260325,document_uploaded,Document intake,document,success,
680,20260325,ai_extraction_completed,AI processing,ai_run,success,
681,20260325,human_review_submitted,Human review,case,,
682,20260325,case_created,Case lifecycle,case,Open,
683,20260325,document_uploaded,Document intake,document,success,
684,20260325,ai_extraction_completed,AI processing,ai_run,success,
685,20260325,human_review_submitted,Human review,case,,
686,20260325,case_created,Case lifecycle,case,Open,
687,20260326,document_uploaded,Document intake,document,success,
688,20260326,ai_extraction_completed,AI processing,ai_run,success,
689,20260326,human_review_submitted,Human review,case,,
690,20260326,case_created,Case lifecycle,case,Open,
691,20260326,document_uploaded,Document intake,document,success,
692,20260326,ai_extraction_completed,AI processing,ai_run,success,
693,20260326,human_review_submitted,Human review,case,,
694,20260326,case_created,Case lifecycle,case,Open,
695,20260326,summary_generated,AI assistance,case,success,
696,20260327,document_uploaded,Document intake,document,success,
697,20260327,ai_extraction_completed,AI processing,ai_run,success,
698,20260327,document_uploaded,Document intake,document,success,
699,20260327,ai_extraction_completed,AI processing,ai_run,success,
700,20260327,document_uploaded,Document intake,document,success,
701,20260327,ai_extraction_completed,AI processing,ai_run,success,
702,20260327,human_review_submitted,Human review,case,,
703,20260327,case_created,Case lifecycle,case,Open,
704,20260327,summary_generated,AI assistance,case,success,
705,20260327,case_updated,Human review,case,,
706,20260327,document_uploaded,Document intake,document,success,
707,20260327,ai_extraction_completed,AI processing,ai_run,success,
708,20260327,human_review_submitted,Human review,case,,
709,20260327,case_created,Case lifecycle,case,Open,
710,20260327,case_updated,Human review,case,,
711,20260327,summary_generated,AI assistance,case,success,
712,20260327,document_uploaded,Document intake,document,rejected,
713,20260327,file_rejected,Input validation,document,rejected,UNSUPPORTED_FORMAT
714,20260328,document_uploaded,Document intake,document,success,
715,20260328,ai_extraction_completed,AI processing,ai_run,success,
716,20260329,case_updated,Human review,case,,
717,20260330,document_uploaded,Document intake,document,success,
718,20260330,ai_extraction_completed,AI processing,ai_run,success,
719,20260330,human_review_submitted,Human review,case,,
720,20260330,case_created,Case lifecycle,case,Open,
721,20260330,case_updated,Human review,case,,
722,20260330,summary_generated,AI assistance,case,success,
723,20260331,document_uploaded,Document intake,document,success,
724,20260331,ai_extraction_completed,AI processing,ai_run,success,
725,20260331,human_review_submitted,Human review,case,,
726,20260331,case_created,Case lifecycle,case,Open,
727,20260331,case_updated,Human review,case,,
728,20260331,case_updated,Human review,case,,
729,20260331,summary_generated,AI assistance,case,success,
730,20260331,document_uploaded,Document intake,document,success,
731,20260331,ai_extraction_completed,AI processing,ai_run,success,
732,20260331,human_review_submitted,Human review,case,,
733,20260331,case_created,Case lifecycle,case,Open,
734,20260331,summary_generated,AI assistance,case,success,
735,20260331,case_updated,Human review,case,,
736,20260401,document_uploaded,Document intake,document,success,
737,20260401,ai_extraction_completed,AI processing,ai_run,success,
738,20260401,human_review_submitted,Human review,case,,
739,20260401,case_created,Case lifecycle,case,Open,
740,20260401,document_uploaded,Document intake,document,success,
741,20260401,ai_extraction_completed,AI processing,ai_run,success,
742,20260401,duplicate_case_blocked,Duplicate prevention,case,,
743,20260401,summary_generated,AI assistance,case,success,
744,20260401,case_updated,Human review,case,,
745,20260401,document_uploaded,Document intake,document,success,
746,20260401,provider_fallback_used,AI processing,ai_run,,
747,20260401,ai_extraction_completed,AI processing,ai_run,success,
748,20260401,human_review_submitted,Human review,case,,
749,20260401,case_created,Case lifecycle,case,Open,
750,20260401,summary_generated,AI assistance,case,success,
751,20260401,document_uploaded,Document intake,document,success,
752,20260401,ai_extraction_completed,AI processing,ai_run,success,
753,20260401,human_review_submitted,Human review,case,,
754,20260401,case_created,Case lifecycle,case,Open,
755,20260401,summary_generated,AI assistance,case,success,
756,20260401,document_uploaded,Document intake,document,success,
757,20260401,ai_extraction_completed,AI processing,ai_run,success,
758,20260401,human_review_submitted,Human review,case,,
759,20260401,case_created,Case lifecycle,case,Open,
760,20260401,summary_generated,AI assistance,case,success,
761,20260402,document_uploaded,Document intake,document,success,
762,20260402,ai_extraction_completed,AI processing,ai_run,success,
763,20260402,human_review_submitted,Human review,case,,
764,20260402,case_created,Case lifecycle,case,Open,
765,20260402,summary_generated,AI assistance,case,success,
766,20260402,assistant_question,AI assistance,case,success,
767,20260402,assistant_question,AI assistance,case,success,
768,20260402,document_uploaded,Document intake,document,success,
769,20260402,ai_extraction_completed,AI processing,ai_run,success,
770,20260402,human_review_submitted,Human review,case,,
771,20260402,case_created,Case lifecycle,case,Open,
772,20260402,summary_generated,AI assistance,case,success,
773,20260403,document_uploaded,Document intake,document,success,
774,20260403,ai_extraction_completed,AI processing,ai_run,success,
775,20260403,human_review_submitted,Human review,case,,
776,20260403,case_created,Case lifecycle,case,Awaiting information,
777,20260403,document_uploaded,Document intake,document,success,
778,20260403,provider_fallback_used,AI processing,ai_run,,
779,20260403,ai_extraction_completed,AI processing,ai_run,success,
780,20260403,human_review_submitted,Human review,case,,
781,20260403,case_created,Case lifecycle,case,Open,
782,20260403,document_uploaded,Document intake,document,success,
783,20260403,ai_extraction_completed,AI processing,ai_run,success,
784,20260403,duplicate_case_blocked,Duplicate prevention,case,,
785,20260403,summary_generated,AI assistance,case,success,
786,20260403,document_uploaded,Document intake,document,success,
787,20260403,ai_extraction_completed,AI processing,ai_run,success,
788,20260403,human_review_submitted,Human review,case,,
789,20260403,case_created,Case lifecycle,case,Open,
790,20260404,case_updated,Human review,case,,
791,20260404,document_uploaded,Document intake,document,success,
792,20260404,ai_extraction_completed,AI processing,ai_run,success,
793,20260404,document_uploaded,Document intake,document,success,
794,20260404,ai_extraction_completed,AI processing,ai_run,success,
795,20260404,case_updated,Human review,case,,
796,20260405,document_uploaded,Document intake,document,success,
797,20260405,ai_extraction_completed,AI processing,ai_run,success,
798,20260405,case_updated,Human review,case,,
799,20260406,document_uploaded,Document intake,document,success,
800,20260406,ai_extraction_completed,AI processing,ai_run,success,
801,20260406,human_review_submitted,Human review,case,,
802,20260406,case_created,Case lifecycle,case,Awaiting information,
803,20260406,assistant_question,AI assistance,case,success,
804,20260406,assistant_question,AI assistance,case,success,
805,20260406,document_uploaded,Document intake,document,success,
806,20260406,ai_extraction_completed,AI processing,ai_run,success,
807,20260406,document_uploaded,Document intake,document,success,
808,20260406,ai_extraction_completed,AI processing,ai_run,success,
809,20260406,human_review_submitted,Human review,case,,
810,20260406,case_created,Case lifecycle,case,Open,
811,20260407,document_uploaded,Document intake,document,success,
812,20260407,ai_extraction_completed,AI processing,ai_run,success,
813,20260407,human_review_submitted,Human review,case,,
814,20260407,case_created,Case lifecycle,case,Open,
815,20260407,assistant_question,AI assistance,case,success,
816,20260407,summary_generated,AI assistance,case,success,
817,20260407,document_uploaded,Document intake,document,success,
818,20260407,ai_extraction_completed,AI processing,ai_run,success,
819,20260407,human_review_submitted,Human review,case,,
820,20260407,case_created,Case lifecycle,case,Open,
821,20260407,document_uploaded,Document intake,document,success,
822,20260407,ai_extraction_completed,AI processing,ai_run,success,
823,20260407,human_review_submitted,Human review,case,,
824,20260407,case_created,Case lifecycle,case,Open,
825,20260407,document_uploaded,Document intake,document,success,
826,20260407,ai_extraction_completed,AI processing,ai_run,success,
827,20260407,human_review_submitted,Human review,case,,
828,20260407,case_created,Case lifecycle,case,Open,
829,20260407,summary_generated,AI assistance,case,success,
830,20260407,assistant_question,AI assistance,case,success,
831,20260407,assistant_question,AI assistance,case,success,
832,20260407,document_uploaded,Document intake,document,success,
833,20260407,ai_extraction_completed,AI processing,ai_run,success,
834,20260407,human_review_submitted,Human review,case,,
835,20260407,case_created,Case lifecycle,case,Open,
836,20260407,document_uploaded,Document intake,document,success,
837,20260407,ai_extraction_completed,AI processing,ai_run,success,
838,20260407,duplicate_case_blocked,Duplicate prevention,case,,
839,20260407,summary_generated,AI assistance,case,success,
840,20260407,document_uploaded,Document intake,document,rejected,
841,20260407,file_rejected,Input validation,document,rejected,UNSUPPORTED_FORMAT
842,20260408,document_uploaded,Document intake,document,success,
843,20260408,ai_extraction_completed,AI processing,ai_run,success,
844,20260408,human_review_submitted,Human review,case,,
845,20260408,case_created,Case lifecycle,case,Open,
846,20260408,summary_generated,AI assistance,case,success,
847,20260408,case_updated,Human review,case,,
848,20260409,case_updated,Human review,case,,
849,20260409,document_uploaded,Document intake,document,success,
850,20260409,ai_extraction_completed,AI processing,ai_run,success,
851,20260409,human_review_submitted,Human review,case,,
852,20260409,case_created,Case lifecycle,case,Open,
853,20260409,assistant_question,AI assistance,case,success,
854,20260409,document_uploaded,Document intake,document,success,
855,20260409,ai_extraction_completed,AI processing,ai_run,success,
856,20260409,human_review_submitted,Human review,case,,
857,20260409,case_created,Case lifecycle,case,Open,
858,20260409,duplicate_submission_ignored,Duplicate prevention,case,,
859,20260409,summary_generated,AI assistance,case,success,
860,20260410,document_uploaded,Document intake,document,success,
861,20260410,ai_extraction_completed,AI processing,ai_run,success,
862,20260410,human_review_submitted,Human review,case,,
863,20260410,case_created,Case lifecycle,case,Open,
864,20260410,summary_generated,AI assistance,case,success,
865,20260410,assistant_question,AI assistance,case,success,
866,20260411,document_uploaded,Document intake,document,success,
867,20260411,ai_extraction_completed,AI processing,ai_run,success,
868,20260413,document_uploaded,Document intake,document,success,
869,20260413,ai_extraction_completed,AI processing,ai_run,success,
870,20260413,human_review_submitted,Human review,case,,
871,20260413,case_created,Case lifecycle,case,Open,
872,20260413,case_updated,Human review,case,,
873,20260414,document_uploaded,Document intake,document,success,
874,20260414,ai_extraction_completed,AI processing,ai_run,success,
875,20260414,human_review_submitted,Human review,case,,
876,20260414,case_created,Case lifecycle,case,Open,
877,20260414,document_uploaded,Document intake,document,success,
878,20260414,provider_fallback_used,AI processing,ai_run,,
879,20260414,ai_extraction_completed,AI processing,ai_run,success,
880,20260414,human_review_submitted,Human review,case,,
881,20260414,case_created,Case lifecycle,case,Open,
882,20260414,summary_generated,AI assistance,case,success,
883,20260414,document_uploaded,Document intake,document,success,
884,20260414,ai_extraction_completed,AI processing,ai_run,success,
885,20260414,human_review_submitted,Human review,case,,
886,20260414,case_created,Case lifecycle,case,Open,
887,20260414,summary_generated,AI assistance,case,success,
888,20260414,summary_generated,AI assistance,case,success,
889,20260414,assistant_question,AI assistance,case,success,
890,20260415,document_uploaded,Document intake,document,success,
891,20260415,ai_extraction_completed,AI processing,ai_run,success,
892,20260415,document_uploaded,Document intake,document,success,
893,20260415,ai_extraction_completed,AI processing,ai_run,success,
894,20260415,human_review_submitted,Human review,case,,
895,20260415,case_created,Case lifecycle,case,Open,
896,20260415,summary_generated,AI assistance,case,success,
897,20260415,document_uploaded,Document intake,document,success,
898,20260415,ai_extraction_completed,AI processing,ai_run,success,
899,20260415,human_review_submitted,Human review,case,,
900,20260415,case_created,Case lifecycle,case,Open,
901,20260415,summary_generated,AI assistance,case,success,
902,20260415,document_uploaded,Document intake,document,success,
903,20260415,ai_extraction_completed,AI processing,ai_run,success,
904,20260415,human_review_submitted,Human review,case,,
905,20260415,case_created,Case lifecycle,case,Open,
906,20260415,assistant_question,AI assistance,case,success,
907,20260415,assistant_question,AI assistance,case,success,
908,20260416,document_uploaded,Document intake,document,success,
909,20260416,ai_extraction_completed,AI processing,ai_run,success,
910,20260416,human_review_submitted,Human review,case,,
911,20260416,case_created,Case lifecycle,case,Open,
912,20260416,document_uploaded,Document intake,document,success,
913,20260416,ai_extraction_completed,AI processing,ai_run,success,
914,20260416,human_review_submitted,Human review,case,,
915,20260416,case_created,Case lifecycle,case,Open,
916,20260416,summary_generated,AI assistance,case,success,
917,20260416,assistant_question,AI assistance,case,success,
918,20260417,document_uploaded,Document intake,document,success,
919,20260417,ai_extraction_completed,AI processing,ai_run,success,
920,20260417,duplicate_case_blocked,Duplicate prevention,case,,
921,20260418,case_updated,Human review,case,,
922,20260419,case_updated,Human review,case,,
923,20260420,case_updated,Human review,case,,
924,20260421,document_uploaded,Document intake,document,success,
925,20260421,ai_extraction_completed,AI processing,ai_run,success,
926,20260421,human_review_submitted,Human review,case,,
927,20260421,case_created,Case lifecycle,case,Awaiting information,
928,20260422,case_updated,Human review,case,,
929,20260422,case_updated,Human review,case,,
930,20260422,case_updated,Human review,case,,
931,20260423,document_uploaded,Document intake,document,success,
932,20260423,ai_extraction_completed,AI processing,ai_run,success,
933,20260423,human_review_submitted,Human review,case,,
934,20260423,case_created,Case lifecycle,case,Open,
935,20260423,case_updated,Human review,case,,
936,20260423,case_updated,Human review,case,,
937,20260423,document_uploaded,Document intake,document,success,
938,20260423,provider_fallback_used,AI processing,ai_run,,
939,20260423,ai_extraction_completed,AI processing,ai_run,success,
940,20260423,human_review_submitted,Human review,case,,
941,20260423,case_created,Case lifecycle,case,Open,
942,20260423,duplicate_submission_ignored,Duplicate prevention,case,,
943,20260423,document_uploaded,Document intake,document,success,
944,20260423,ai_extraction_completed,AI processing,ai_run,success,
945,20260423,human_review_submitted,Human review,case,,
946,20260423,case_created,Case lifecycle,case,Awaiting information,
947,20260423,document_uploaded,Document intake,document,success,
948,20260423,provider_fallback_used,AI processing,ai_run,,
949,20260423,ai_extraction_completed,AI processing,ai_run,success,
950,20260423,human_review_submitted,Human review,case,,
951,20260423,case_created,Case lifecycle,case,Open,
952,20260423,summary_generated,AI assistance,case,success,
953,20260423,assistant_question,AI assistance,case,success,
954,20260423,assistant_question,AI assistance,case,success,
955,20260424,case_updated,Human review,case,,
956,20260424,document_uploaded,Document intake,document,success,
957,20260424,ai_extraction_completed,AI processing,ai_run,success,
958,20260424,human_review_submitted,Human review,case,,
959,20260424,case_created,Case lifecycle,case,Open,
960,20260424,summary_generated,AI assistance,case,success,
961,20260424,document_uploaded,Document intake,document,success,
962,20260424,ai_extraction_completed,AI processing,ai_run,success,
963,20260424,human_review_submitted,Human review,case,,
964,20260424,case_created,Case lifecycle,case,Open,
965,20260424,summary_generated,AI assistance,case,success,
966,20260424,document_uploaded,Document intake,document,success,
967,20260424,ai_extraction_completed,AI processing,ai_run,success,
968,20260424,human_review_submitted,Human review,case,,
969,20260424,case_created,Case lifecycle,case,Open,
970,20260424,summary_generated,AI assistance,case,success,
971,20260425,case_updated,Human review,case,,
972,20260427,document_uploaded,Document intake,document,success,
973,20260427,ai_extraction_completed,AI processing,ai_run,success,
974,20260427,human_review_submitted,Human review,case,,
975,20260427,case_created,Case lifecycle,case,Open,
976,20260427,case_updated,Human review,case,,
977,20260427,case_updated,Human review,case,,
978,20260427,document_uploaded,Document intake,document,success,
979,20260427,ai_extraction_completed,AI processing,ai_run,success,
980,20260427,human_review_submitted,Human review,case,,
981,20260427,case_created,Case lifecycle,case,Open,
982,20260428,document_uploaded,Document intake,document,success,
983,20260428,ai_extraction_completed,AI processing,ai_run,success,
984,20260428,human_review_submitted,Human review,case,,
985,20260428,case_created,Case lifecycle,case,Open,
986,20260428,case_updated,Human review,case,,
987,20260428,document_uploaded,Document intake,document,success,
988,20260428,provider_fallback_used,AI processing,ai_run,,
989,20260428,ai_extraction_completed,AI processing,ai_run,success,
990,20260428,human_review_submitted,Human review,case,,
991,20260428,case_created,Case lifecycle,case,Open,
992,20260428,case_updated,Human review,case,,
993,20260428,summary_generated,AI assistance,case,success,
994,20260429,document_uploaded,Document intake,document,success,
995,20260429,provider_fallback_used,AI processing,ai_run,,
996,20260429,ai_extraction_completed,AI processing,ai_run,success,
997,20260429,human_review_submitted,Human review,case,,
998,20260429,case_created,Case lifecycle,case,Open,
999,20260429,summary_generated,AI assistance,case,success,
1000,20260429,document_uploaded,Document intake,document,success,
1001,20260429,ai_extraction_completed,AI processing,ai_run,success,
1002,20260429,human_review_submitted,Human review,case,,
1003,20260429,case_created,Case lifecycle,case,Open,
1004,20260429,summary_generated,AI assistance,case,success,
1005,20260429,assistant_question,AI assistance,case,success,
1006,20260429,assistant_question,AI assistance,case,success,
1007,20260429,assistant_question,AI assistance,case,success,
1008,20260429,assistant_question,AI assistance,case,success,
1009,20260430,document_uploaded,Document intake,document,success,
1010,20260430,ai_extraction_completed,AI processing,ai_run,success,
1011,20260430,human_review_submitted,Human review,case,,
1012,20260430,case_created,Case lifecycle,case,Open,
1013,20260430,document_uploaded,Document intake,document,success,
1014,20260430,ai_extraction_completed,AI processing,ai_run,success,
1015,20260430,human_review_submitted,Human review,case,,
1016,20260430,case_created,Case lifecycle,case,Awaiting information,
1017,20260430,document_uploaded,Document intake,document,success,
1018,20260430,ai_extraction_completed,AI processing,ai_run,success,
1019,20260430,human_review_submitted,Human review,case,,
1020,20260430,case_created,Case lifecycle,case,Open,
1021,20260430,summary_generated,AI assistance,case,success,
1022,20260430,case_updated,Human review,case,,
1023,20260501,document_uploaded,Document intake,document,success,
1024,20260501,ai_extraction_completed,AI processing,ai_run,success,
1025,20260501,human_review_submitted,Human review,case,,
1026,20260501,case_created,Case lifecycle,case,Open,
1027,20260501,case_updated,Human review,case,,
1028,20260501,summary_generated,AI assistance,case,success,
1029,20260501,case_updated,Human review,case,,
1030,20260501,document_uploaded,Document intake,document,success,
1031,20260501,ai_extraction_completed,AI processing,ai_run,success,
1032,20260501,human_review_submitted,Human review,case,,
1033,20260501,case_created,Case lifecycle,case,Open,
1034,20260501,summary_generated,AI assistance,case,success,
1035,20260501,assistant_question,AI assistance,case,success,
1036,20260501,assistant_question,AI assistance,case,success,
1037,20260502,case_updated,Human review,case,,
1038,20260503,document_uploaded,Document intake,document,success,
1039,20260503,provider_fallback_used,AI processing,ai_run,,
1040,20260503,ai_extraction_completed,AI processing,ai_run,success,
1041,20260504,case_updated,Human review,case,,
1042,20260504,case_updated,Human review,case,,
1043,20260505,document_uploaded,Document intake,document,success,
1044,20260505,ai_extraction_completed,AI processing,ai_run,success,
1045,20260505,human_review_submitted,Human review,case,,
1046,20260505,case_created,Case lifecycle,case,Open,
1047,20260505,document_uploaded,Document intake,document,success,
1048,20260505,ai_extraction_completed,AI processing,ai_run,success,
1049,20260505,human_review_submitted,Human review,case,,
1050,20260505,case_created,Case lifecycle,case,Open,
1051,20260506,document_uploaded,Document intake,document,success,
1052,20260506,ai_extraction_completed,AI processing,ai_run,success,
1053,20260506,human_review_submitted,Human review,case,,
1054,20260506,case_created,Case lifecycle,case,Open,
1055,20260506,summary_generated,AI assistance,case,success,
1056,20260506,document_uploaded,Document intake,document,success,
1057,20260506,ai_extraction_completed,AI processing,ai_run,success,
1058,20260506,human_review_submitted,Human review,case,,
1059,20260506,case_created,Case lifecycle,case,Open,
1060,20260506,document_uploaded,Document intake,document,success,
1061,20260506,ai_extraction_completed,AI processing,ai_run,success,
1062,20260506,human_review_submitted,Human review,case,,
1063,20260506,case_created,Case lifecycle,case,Open,
1064,20260506,summary_generated,AI assistance,case,success,
1065,20260506,document_uploaded,Document intake,document,success,
1066,20260506,ai_extraction_completed,AI processing,ai_run,success,
1067,20260506,human_review_submitted,Human review,case,,
1068,20260506,case_created,Case lifecycle,case,Open,
1069,20260506,summary_generated,AI assistance,case,success,
1070,20260506,case_updated,Human review,case,,
1071,20260506,assistant_question,AI assistance,case,success,
1072,20260506,case_updated,Human review,case,,
1073,20260506,assistant_question,AI assistance,case,success,
1074,20260506,case_updated,Human review,case,,
1075,20260507,document_uploaded,Document intake,document,success,
1076,20260507,ai_extraction_completed,AI processing,ai_run,success,
1077,20260507,human_review_submitted,Human review,case,,
1078,20260507,case_created,Case lifecycle,case,Open,
1079,20260507,document_uploaded,Document intake,document,success,
1080,20260507,ai_extraction_completed,AI processing,ai_run,success,
1081,20260507,human_review_submitted,Human review,case,,
1082,20260507,case_created,Case lifecycle,case,Open,
1083,20260507,summary_generated,AI assistance,case,success,
1084,20260508,document_uploaded,Document intake,document,success,
1085,20260508,ai_extraction_completed,AI processing,ai_run,success,
1086,20260508,human_review_submitted,Human review,case,,
1087,20260508,case_created,Case lifecycle,case,Open,
1088,20260508,summary_generated,AI assistance,case,success,
1089,20260508,document_uploaded,Document intake,document,success,
1090,20260508,ai_extraction_completed,AI processing,ai_run,success,
1091,20260510,document_uploaded,Document intake,document,success,
1092,20260510,ai_extraction_completed,AI processing,ai_run,success,
1093,20260511,document_uploaded,Document intake,document,success,
1094,20260511,provider_fallback_used,AI processing,ai_run,,
1095,20260511,ai_extraction_completed,AI processing,ai_run,success,
1096,20260511,human_review_submitted,Human review,case,,
1097,20260511,case_created,Case lifecycle,case,Open,
1098,20260511,document_uploaded,Document intake,document,success,
1099,20260511,ai_extraction_completed,AI processing,ai_run,success,
1100,20260511,human_review_submitted,Human review,case,,
1101,20260511,case_created,Case lifecycle,case,Open,
1102,20260511,summary_generated,AI assistance,case,success,
1103,20260511,case_updated,Human review,case,,
1104,20260511,document_uploaded,Document intake,document,success,
1105,20260511,ai_extraction_completed,AI processing,ai_run,success,
1106,20260511,human_review_submitted,Human review,case,,
1107,20260511,case_created,Case lifecycle,case,Open,
1108,20260512,case_updated,Human review,case,,
1109,20260512,document_uploaded,Document intake,document,success,
1110,20260512,ai_extraction_completed,AI processing,ai_run,success,
1111,20260512,human_review_submitted,Human review,case,,
1112,20260512,case_created,Case lifecycle,case,Open,
1113,20260512,document_uploaded,Document intake,document,success,
1114,20260512,ai_extraction_completed,AI processing,ai_run,success,
1115,20260512,human_review_submitted,Human review,case,,
1116,20260512,case_created,Case lifecycle,case,Open,
1117,20260512,summary_generated,AI assistance,case,success,
1118,20260512,document_uploaded,Document intake,document,success,
1119,20260512,ai_extraction_completed,AI processing,ai_run,success,
1120,20260512,human_review_submitted,Human review,case,,
1121,20260512,case_created,Case lifecycle,case,Open,
1122,20260512,summary_generated,AI assistance,case,success,
1123,20260513,case_updated,Human review,case,,
1124,20260513,document_uploaded,Document intake,document,success,
1125,20260513,provider_fallback_used,AI processing,ai_run,,
1126,20260513,ai_extraction_completed,AI processing,ai_run,success,
1127,20260513,document_uploaded,Document intake,document,success,
1128,20260513,ai_extraction_completed,AI processing,ai_run,success,
