review_id,case_id,date_key,document_type_id,reviewer,review_type,decision,intake_status,fields_reviewed,fields_corrected,category_changed,review_seconds,is_simulated
336,248,20260619,3,reviewer_02,intake validation,Approved with corrections,Missing Information,9,2,0,100,1
337,156,20260620,7,reviewer_01,post creation edit,Approved,Missing Information,1,0,0,,0
338,249,20260622,11,reviewer_03,intake validation,Approved,Complete,9,0,0,43,1
339,201,20260622,7,reviewer_04,post creation edit,Approved,Missing Information,1,0,0,,0
340,250,20260622,12,reviewer_03,intake validation,Approved with corrections,Missing Information,9,6,0,202,1
341,205,20260622,6,reviewer_01,post creation edit,Approved,Missing Information,1,0,0,,0
342,162,20260622,10,reviewer_04,post creation edit,Approved,Missing Information,1,0,0,,0
343,251,20260623,1,reviewer_04,intake validation,Approved,Complete,9,0,0,41,1
344,252,20260623,1,reviewer_03,intake validation,Approved,Complete,9,0,0,62,1
345,224,20260624,13,reviewer_04,post creation edit,Approved,Missing Information,1,0,0,,0
346,253,20260625,7,reviewer_04,intake validation,Approved,Missing Information,9,0,0,58,1
347,254,20260625,1,reviewer_04,intake validation,Approved,Complete,9,0,0,35,1
348,255,20260626,9,reviewer_04,intake validation,Approved,Complete,9,0,0,50,1
349,256,20260626,7,reviewer_01,intake validation,Approved,Missing Information,9,0,0,57,1
350,257,20260626,7,reviewer_03,intake validation,Approved,Missing Information,9,0,0,85,1
351,258,20260626,6,reviewer_02,intake validation,Approved,Complete,9,0,0,58,1
352,259,20260626,2,reviewer_02,intake validation,Approved,Complete,9,0,0,44,1
353,260,20260626,7,reviewer_03,intake validation,Approved,Missing Information,9,0,0,60,1
